Name,N,NNZ,Nonzeros(nnz/N),Density,Diags,Num_diag_elem,Num_diag_elem_per_NNZ,Small_rows_percentage,Small_rows_elem_percentage,NNZ_min,NNZ_max,NNZ_mean,NNZ_sd,DiffNNZ_min,DiffNNZ_max,DiffNNZ_mean,DiffNNZ_sd,BW_min,BW_max,BW_mean,BW_sd,Scatter_min,Scatter_max,Scatter_mean,Scatter_geom,Scatter_sd,Misses,FLOPS_byte
d_dyn1.mtx,87,232,2.66667,0.0306513,128,6040,26.034483,95.402298,87.931038,1,8,2.666667,1.237969,0,6,0.896552,1.194186,0.011494,0.977012,0.339675,26.854975,0.023529,1.0,0.327949,0.165981,0.354999,0.595681,0.16
ch6-6-b3.mtx,5400,21600,4.0,0.000740741,7511,23880134,1105.561759,100.0,100.0,4,4,4.0,0.0,0,0,0.0,0.0,0.007222,0.363148,0.135898,457.004028,0.00204,0.102564,0.009416,0.006894,0.009492,0.723934,0.181818
GlossGT.mtx,72,122,1.69444,0.023534,80,3649,29.909836,100.0,100.0,0,5,1.694444,1.174248,0,4,1.361111,1.004235,0.0,0.916667,0.274498,22.85795,0.001389,1.0,0.370115,0.092359,0.430146,0.279755,0.132609
mk11-b4.mtx,17325,51975,3.0,0.00017316,23529,235669865,4534.292737,100.0,100.0,0,5,3.0,2.44949,0,5,0.000289,0.037985,0.0,0.807215,0.190802,3756.45459,6e-06,0.011211,0.000954,0.000138,0.001414,0.006775,0.166667
dynamicSoaringProblem_5.mtx,3271,36789,11.247,0.0034384,2519,6107923,166.025796,25.833078,7.518552,2,1226,11.247019,25.98148,0,1223,1.553042,26.735456,0.062672,0.751452,0.465662,450.468933,0.001396,0.748017,0.008105,0.006144,0.016951,0.466061,0.220581
bmw3_2.mtx,227362,11288630,49.6505,0.000218376,172465,28932941082,2563.016157,0.268295,0.020056,2,336,49.650471,13.808743,0,324,1.985019,6.47403,3.1e-05,0.981101,0.098062,39311.710938,1.4e-05,1.0,0.115014,0.01798,0.201159,0.122778,0.242669
west0156.mtx,156,362,2.32051,0.0148751,154,14124,39.016575,95.512817,87.569061,1,7,2.320513,1.192858,0,6,0.942308,1.262072,0.00641,0.878205,0.184624,36.089176,0.014706,1.0,0.470471,0.226723,0.420664,0.620131,0.151846
Ragusa18.mtx,23,64,2.78261,0.120983,32,422,6.59375,91.304344,79.6875,0,7,2.782609,1.955072,0,6,2.26087,1.846675,0.0,0.956522,0.497164,8.991909,0.004348,1.0,0.441833,0.243843,0.377736,0.372094,0.162437
pdb1HYS.mtx,36417,4344765,119.306,0.00327611,25577,664546713,152.953431,0.0,0.0,18,204,119.305954,31.860249,0,138,5.452618,11.874316,0.000659,0.946701,0.129965,7253.071289,0.000772,1.0,0.149186,0.061768,0.214583,0.095608,0.246896
ex11.mtx,16614,1096948,66.0255,0.00397409,5529,79600136,72.565095,0.0,0.0,14,90,66.02552,16.231903,0,45,2.679006,6.011066,0.013723,0.311605,0.045505,592.171509,0.00425,0.203008,0.102963,0.09571,0.032704,0.129919,0.244447
af_shell4.mtx,504855,17562051,34.7863,6.89036e-05,7525,3783172815,215.417483,0.0,0.0,20,40,34.786327,1.302133,0,20,0.108972,0.653995,4e-05,0.018788,0.006296,1325.833496,0.002636,1.0,0.014851,0.012373,0.018284,0.086482,0.239666
G59.mtx,5000,59140,11.828,0.0023656,9522,24763952,418.734393,1.66,0.698343,4,561,11.828,15.764433,0,439,3.6134,11.155411,0.0694,1.0,0.775659,975.730896,0.00106,0.112222,0.003036,0.002567,0.003199,0.942835,0.221864
image_interp.mtx,240000,711683,2.96535,1.23556e-05,6,1319198,1.853631,100.0,100.000008,0,5,2.965346,2.036781,0,2,0.034183,0.181609,0.0,0.003337,0.001665,399.829865,0.0,1.0,0.471821,0.050139,0.495518,0.488586,0.16602
rdb450l.mtx,450,2580,5.73333,0.0127407,7,3084,1.195349,24.888889,21.39535,4,6,5.733333,0.48074,0,1,0.071111,0.25701,0.068889,0.135556,0.12723,9.553238,0.081967,0.151515,0.103066,0.10166,0.018638,0.497648,0.198157
Chebyshev1.mtx,261,2319,8.88506,0.0340424,264,34967,15.078482,98.46743,55.066837,3,261,8.885057,31.39152,0,257,1.003831,15.877046,0.019157,1.0,0.049016,30.906582,0.555556,1.0,0.562999,0.561201,0.054741,0.198093,0.21389
fpga_dcop_23.mtx,1220,5892,4.82951,0.00395861,1601,1216210,206.417176,95.409836,82.892059,1,36,4.829508,4.012748,0,35,1.1,2.948159,0.00082,0.891803,0.668056,332.860474,0.003484,1.0,0.076095,0.008262,0.251447,0.721692,0.190754
dynamicSoaringProblem_4.mtx,3191,36516,11.4434,0.00358616,2459,5814943,159.243701,25.101849,7.111951,2,1196,11.443435,25.666168,0,1193,1.538076,26.407072,0.062676,0.751489,0.465703,439.49881,0.001431,0.747967,0.008461,0.006421,0.017191,0.4571,0.221028
TF16.mtx,19321,216173,11.1885,0.000579085,9702,149276733,690.542912,20.801201,0.275243,0,63,11.188499,8.156199,0,53,4.345945,6.327508,0.0,0.742094,0.197318,2791.459961,5e-06,1.0,0.004579,0.000905,0.023523,0.063893,0.220446
TSOPF_RS_b678_c2.mtx,35696,8781949,246.021,0.0068921,18966,228258222,25.99175,49.955177,0.80826,2,512,246.020538,253.623688,0,507,0.098386,2.76222,0.000308,0.962013,0.576294,6962.693359,0.000117,0.272727,0.010266,0.002267,0.010569,0.274249,0.248485
TSOPF_RS_b678_c2_b.mtx,35696,18015,0.504678,1.41382e-05,105,1034268,57.41149,100.0,100.0,0,2,0.504678,0.518377,0,2,0.000364,0.020493,0.0,0.00479,5.9e-05,16.463572,3e-06,1.0,0.485964,0.001511,0.499688,0.001576,0.062938
bcspwr08.mtx,1624,6050,3.72537,0.00229395,561,774274,127.979174,87.376846,75.52066,2,14,3.725369,1.708337,0,10,1.668103,1.683023,0.001232,0.950739,0.07156,218.917358,0.001536,1.0,0.260137,0.09971,0.334402,0.569768,0.178235
oscil_dcop_56.mtx,430,1544,3.5907,0.00835046,311,101995,66.058938,92.093025,84.455956,1,13,3.590698,1.448309,0,10,0.681395,1.330631,0.002326,0.767442,0.289411,74.367966,0.009146,1.0,0.100081,0.040184,0.220421,0.648702,0.176336
mri1.mtx,147456,589824,4.0,2.71267e-05,133080,11956076741,20270.583667,55.555557,0.0,0,9,4.0,4.472136,0,9,6.1e-05,0.023437,0.0,0.005229,0.002324,382.955841,1e-06,0.011673,0.005188,5.1e-05,0.005796,0.000229,0.181818
can_634.mtx,634,7228,11.4006,0.0179821,849,317398,43.912286,2.365931,0.81627,2,28,11.400631,3.840728,0,24,2.023659,3.267428,0.003155,0.955836,0.399049,186.367783,0.009615,1.0,0.131282,0.068125,0.180365,0.301426,0.220932
can_96.mtx,96,768,8.0,0.0833333,11,896,1.166667,0.0,0.0,6,9,8.0,1.414214,0,3,0.0625,0.428478,0.197917,0.5,0.325955,8.681778,0.1875,0.315789,0.265543,0.262453,0.039228,0.333334,0.210526
arabic-2005.mtx,22744080,639999458,28.1392,1.23721e-06,12633842,187852170232444,293519.264562,31.995832,1.446715,0,9905,28.139168,76.43721,0,9904,6.065495,21.395483,0.0,0.995172,0.112031,4837797.5,0.0,1.0,0.144584,0.000295,0.301493,0.032772,1.1658
beaflw.mtx,507,53403,105.331,0.207754,1001,256991,4.812295,13.806706,0.215344,0,494,105.33136,128.646912,0,492,86.798813,112.867691,0.0,1.0,0.753133,168.595703,0.000197,1.0,0.293373,0.148048,0.298557,0.172131,0.24649
bp_800.mtx,822,4534,5.51582,0.00671024,1241,599939,132.320026,63.74696,29.907366,1,304,5.515815,12.09516,0,303,3.510949,12.843822,0.001217,0.998783,0.461275,269.55072,0.002736,1.0,0.214414,0.030972,0.38677,0.766551,0.196549
G10.mtx,800,38352,47.94,0.059925,1560,638632,16.651856,0.0,0.0,30,70,47.939999,6.647848,0,33,7.31875,5.311272,0.8025,1.0,0.961575,23.743994,0.037547,0.088832,0.062311,0.061746,0.008354,0.534808,0.242415
dynamicSoaringProblem_1.mtx,647,5367,8.29521,0.012821,527,246343,45.899571,34.77589,15.464878,2,242,8.295209,11.474348,0,239,1.510046,11.751022,0.063369,0.757342,0.467455,90.81073,0.007018,0.740061,0.030199,0.023778,0.03882,0.602554,0.211716
jagmesh8.mtx,1141,7465,6.54251,0.00573401,265,270355,36.216343,21.910604,16.637642,4,7,6.542507,0.845249,0,3,0.191937,0.580853,0.007011,0.201578,0.05214,66.91893,0.020101,0.875,0.285055,0.191039,0.217421,0.267054,0.203373
oscil_dcop_30.mtx,430,1544,3.5907,0.00835046,311,101995,66.058938,92.093025,84.455956,1,13,3.590698,1.448309,0,10,0.681395,1.330631,0.002326,0.767442,0.289411,74.367966,0.009146,1.0,0.100081,0.040184,0.220421,0.648702,0.176336
nc2010.mtx,288987,1416620,4.90202,1.69628e-05,41248,9910353002,6995.773745,72.660362,52.775761,1,83,4.90202,3.103844,0,79,2.711333,3.329249,3e-06,0.968026,0.025597,25832.310547,7e-06,1.0,0.037498,0.002433,0.178731,0.908595,0.191425
dwt_193.mtx,193,3493,18.0984,0.0937743,121,19515,5.586888,0.0,0.0,8,30,18.098446,6.044365,0,12,2.994819,3.247155,0.176166,0.580311,0.425515,21.990698,0.116505,0.391304,0.223663,0.216565,0.055443,0.219193,0.230866
d_pretok.mtx,182730,1641672,8.98414,4.91662e-05,164157,15927292184,9701.87235,29.330706,15.743096,2,11,8.98414,2.749364,0,6,0.23086,0.52671,1.1e-05,0.711383,0.36196,45640.695312,3.9e-05,1.0,0.007409,0.000469,0.039679,0.462679,0.214232
dwt_346.mtx,346,3226,9.3237,0.0269471,115,29808,9.239926,16.184971,4.897706,2,19,9.323699,4.164169,0,12,2.916185,2.82463,0.00578,0.973988,0.157122,57.782009,0.007326,1.0,0.292414,0.225751,0.235021,0.295911,0.215354
130bit.mtx,584,6120,10.4795,0.0179443,985,317392,51.861438,0.0,0.0,6,14,10.479452,1.329175,0,6,1.410959,1.141802,0.162671,0.979452,0.732255,101.088692,0.012346,0.115789,0.026507,0.02514,0.009977,0.615047,0.218696
bcsstm37.mtx,25503,15525,0.608752,2.38698e-05,9,229503,14.782802,100.0,100.0,0,5,0.608752,0.700179,0,4,0.378818,0.546253,0.0,0.000235,2.5e-05,0.832863,4e-06,1.0,0.544542,0.003632,0.495226,0.003555,0.07217
S40PI_n1_E.mtx,2028,2028,1.0,0.000493097,1,2028,1.0,100.0,100.0,1,1,1.0,0.0,0,0,0.0,0.0,0.000493,0.000493,0.000493,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1
S40PI_n1_B.mtx,2028,0,0.0,0.0,0,0,,100.0,,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.9e-05,4.9e-05,4.9e-05,4.9e-05,0.0,4.9e-05,0.0
S40PI_n1_C.mtx,2028,0,0.0,0.0,0,0,,100.0,,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.9e-05,4.9e-05,4.9e-05,4.9e-05,0.0,4.9e-05,0.0
S40PI_n1.mtx,2028,5007,2.46894,0.00121742,97,113742,22.716597,99.901382,99.700417,0,8,2.468935,0.545311,0,6,0.919132,0.354415,0.0,0.997041,0.016731,211.246445,4.9e-05,1.0,0.79467,0.678373,0.217948,0.424074,0.155516
HEP-th.mtx,27240,342437,12.5711,0.000461494,38687,591808370,1728.225542,41.585903,6.714228,0,562,12.571109,15.86353,0,559,12.184985,16.78149,0.0,0.999743,0.373961,9785.212891,4e-06,1.0,0.092532,0.001312,0.286334,0.277526,0.22335
lns_511.mtx,511,2796,5.47162,0.0107077,74,19724,7.054363,46.575344,20.064377,1,11,5.471624,3.436692,0,9,0.896282,2.32551,0.001957,0.843444,0.421556,170.236435,0.018018,1.0,0.274666,0.066894,0.418226,0.546468,0.196211
ex36.mtx,3079,53099,17.2455,0.00560102,303,909651,17.131227,0.064956,0.015066,4,37,17.245535,7.384127,0,28,4.00812,5.825656,0.020461,0.096785,0.063664,66.047569,0.031496,0.212963,0.090354,0.085504,0.030181,0.309214,0.229995
mesh1em6.mtx,48,306,6.375,0.132812,71,1840,6.013072,16.666666,12.091503,4,8,6.375,1.0333,0,3,1.208333,0.789471,0.145833,1.0,0.62283,12.634675,0.088889,0.857143,0.274264,0.235269,0.170102,0.303376,0.202381
lpi_cplex1.mtx,5224,10947,2.09552,0.000401133,2292,7708139,704.132548,99.942574,84.260529,0,720,2.095521,14.027683,0,717,0.515123,17.077656,0.0,1.0,0.219003,1042.392456,1.9e-05,0.264706,0.001096,0.000241,0.00492,0.009861,0.145704
net50.mtx,16320,945200,57.9167,0.00354882,23779,149287690,157.942964,25.0,1.870504,3,139,57.916668,39.126659,0,134,0.830392,9.412411,0.275613,0.997978,0.676393,2844.791748,0.000308,0.013077,0.005428,0.003247,0.003458,0.416027,0.243689
c-51.mtx,23196,203048,8.75358,0.000377374,23987,145932230,718.708039,55.380238,16.376915,2,1570,8.753578,18.19618,0,1566,1.677703,14.52118,0.425763,1.0,0.639297,4565.960449,0.000118,0.067684,0.0005,0.000359,0.000801,0.742992,0.213427
adder_dcop_11.mtx,1813,11243,6.20132,0.00342048,3127,3186971,283.462688,49.586323,30.276617,1,1310,6.201324,30.777206,0,1309,2.813569,30.901913,0.000552,1.0,0.634473,437.304413,0.001676,1.0,0.013626,0.005155,0.084573,0.815,0.201307
can_715.mtx,715,6665,9.32168,0.0130373,561,285997,42.910278,4.335664,2.130533,2,105,9.321678,5.883741,0,85,1.261539,5.061054,0.002797,0.857343,0.221317,147.936081,0.013072,1.0,0.114006,0.082535,0.107472,0.390342,0.215347
freeFlyingRobot_11.mtx,5438,40054,7.36558,0.00135446,2209,6004538,149.91107,25.689592,10.615669,1,1089,7.365576,15.046015,0,1086,1.054432,20.83086,0.000184,0.850497,0.474785,1353.892212,0.000918,1.0,0.004759,0.002919,0.030341,0.564436,0.207702
nlpkkt120.mtx,3542400,95117792,26.8512,7.57995e-06,172819,306098784000,3218.102287,0.000678,0.000126,5,28,26.851229,3.044429,0,15,0.146753,1.121939,0.008335,0.51223,0.262278,882174.375,3e-06,0.000911,0.000447,6.5e-05,0.000433,0.367498,0.236773
init_adder1.mtx,1813,11156,6.15334,0.00339401,3112,3183272,285.3417,49.586323,30.243814,1,1310,6.153337,30.777311,0,1309,2.811362,30.901167,0.000552,1.0,0.627537,434.063354,0.001676,1.0,0.013652,0.005165,0.08457,0.812448,0.201002
Sandi_authors.mtx,86,248,2.88372,0.0335316,104,5456,22.0,88.372093,66.935486,1,12,2.883721,2.309831,0,11,2.232558,2.494992,0.011628,0.988372,0.364927,27.571127,0.028169,1.0,0.358502,0.17527,0.406766,0.7472,0.164456
bone010.mtx,986703,47851783,48.4966,4.91502e-05,18009,17618556243,368.190173,0.0,0.0,12,63,48.496643,7.652218,0,33,1.499262,4.229681,0.000106,0.026303,0.018174,5191.321289,0.001086,0.148148,0.002925,0.002774,0.001085,0.170077,0.2425
bone010_C.mtx,986703,3,3.04043e-06,3.0814e-12,1,986703,328901.0,100.000008,100.0,0,1,3e-06,0.001744,0,1,1e-06,0.001007,0.0,1e-06,0.0,0.001744,0.0,1.0,3e-06,0.0,0.001744,0.0,1e-06
bone010_B.mtx,986703,0,0.0,0.0,0,0,,100.000008,,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bone010_M.mtx,986703,23888775,24.2107,2.4537e-05,6001,5870890419,245.759375,0.001216,0.000201,4,27,24.210705,5.281964,0,14,0.535786,2.01771,0.000104,0.026301,0.018172,5191.321289,0.000466,0.056604,0.001435,0.001388,0.000501,0.347979,0.235415
mesh1em1.mtx,48,306,6.375,0.132812,71,1840,6.013072,16.666666,12.091503,4,8,6.375,1.0333,0,3,1.208333,0.789471,0.145833,1.0,0.62283,12.634675,0.088889,0.857143,0.274264,0.235269,0.170102,0.303376,0.202381
memchip.mtx,2707524,13343948,4.92847,1.82029e-06,1739363,3053930988822,228862.626625,73.206223,64.575203,2,27,4.928469,1.153991,0,21,0.684821,0.753547,1e-06,0.984138,0.449605,449521.40625,2e-06,1.0,0.020619,7e-06,0.127471,0.547282,0.191666
nlpkkt240.mtx,27993600,760648352,27.1722,9.70658e-07,691219,9674868096000,12719.238884,8.6e-05,1.6e-05,5,28,27.172222,2.119088,0,15,0.074178,0.807646,0.004167,0.506181,0.256194,6494122.5,0.0,0.000231,0.000114,6.8e-05,9.5e-05,0.301602,0.71552
illc1850.mtx,1850,8636,4.66811,0.0025233,2262,2700461,312.698124,100.0,100.0,3,5,4.668108,0.523094,0,2,0.330811,0.50913,0.154595,0.384865,0.312169,72.711266,0.004304,0.010893,0.008176,0.008095,0.00112,0.983999,0.189203
bips98_606.mtx,7135,34738,4.86868,0.000682365,5527,30388389,874.788099,62.396637,38.136909,1,30,4.868676,3.289939,0,21,0.97267,1.744361,0.00014,0.983462,0.228967,1466.210083,0.000435,1.0,0.196705,0.011774,0.360342,0.564464,0.191118
bips98_606_E.mtx,7135,606,0.0849334,1.19038e-05,1,7135,11.773927,100.0,100.0,0,1,0.084933,0.278766,0,1,0.078907,0.269593,0.0,0.00014,1.2e-05,0.278766,1.4e-05,1.0,0.084946,3.6e-05,0.278762,3.6e-05,0.013397
bips98_606_C.mtx,7135,20,0.00280308,3.92864e-07,20,106830,5341.5,100.0,100.0,0,5,0.002803,0.118353,0,5,0.000701,0.059185,0.0,0.321374,0.000154,47.002808,1.4e-05,0.003071,1.5e-05,1.4e-05,6.2e-05,1.4e-05,0.000466
bips98_606_iv.mtx,7135,606,0.0849334,1.19038e-05,606,3691140,6090.990099,100.0,100.0,0,1,0.084933,0.278766,0,1,0.078907,0.269593,0.0,0.00014,1.2e-05,0.278766,1.4e-05,1.0,0.084946,3.6e-05,0.278762,3.6e-05,0.013397
bips98_606_B.mtx,7135,4,0.000560617,7.85728e-08,4,24478,6119.5,100.0,100.0,0,1,0.000561,0.023669,0,1,0.001121,0.033468,0.0,0.00014,0.0,0.023669,1.4e-05,1.0,0.000575,1.4e-05,0.023669,1.4e-05,9.3e-05
bcsstk36.mtx,23052,1143140,49.5896,0.00215121,12295,212479166,185.873267,0.0,0.0,8,178,49.589622,12.221616,0,157,1.757244,7.006282,0.000694,0.843614,0.086653,3526.931641,0.001147,1.0,0.233289,0.09932,0.232609,0.107228,0.24266
IG5-13.mtx,4731,91209,19.279,0.00407504,3822,8292383,90.91628,19.995773,0.957142,0,119,19.279011,20.544085,0,110,13.677658,19.138817,0.0,0.640245,0.200515,636.602661,2.1e-05,1.0,0.025869,0.006187,0.05521,0.113654,0.231953
nlpkkt80.mtx,1062400,28192672,26.5368,2.49781e-05,76819,40806784000,1447.425203,0.002259,0.000426,5,28,26.536777,3.621424,0,15,0.217789,1.354008,0.012505,0.518149,0.268256,261253.796875,9e-06,0.00202,0.000982,0.00032,0.000969,0.348072,0.236625
s2rmt3m1.mtx,5489,217681,39.6577,0.00722494,229,1228009,5.641324,0.0,0.0,7,42,39.657681,5.212818,0,15,0.841501,1.887544,0.017854,0.068865,0.066715,43.696381,0.038043,0.192661,0.109205,0.108201,0.01373,0.097157,0.240889
SiNa.mtx,5743,198787,34.6138,0.00602713,4389,20366141,102.452077,0.0,0.0,11,250,34.613792,32.818378,0,213,4.475361,19.913807,0.13425,0.728713,0.523401,865.066406,0.006749,0.061125,0.011415,0.010353,0.007755,0.518065,0.239616
G24.mtx,2000,39980,19.99,0.009995,3810,3980802,99.569835,0.0,0.0,6,38,19.99,4.538828,0,23,5.1385,3.890152,0.3615,0.9985,0.899843,143.006073,0.004292,0.020647,0.011115,0.010847,0.002406,0.873206,0.23255
ASIC_680k.mtx,682862,2638997,3.86461,5.65943e-06,684687,309452264369,117261.317224,85.509811,22.174334,1,388488,3.864613,653.880981,0,388472,2.79354,924.685303,1e-06,0.999892,0.068152,126726.773438,1.3e-05,1.0,0.854643,0.233203,0.352411,0.90106,0.180097
lhr71c.mtx,70304,1528092,21.7355,0.000309164,11925,787264071,515.194158,67.893715,12.837971,1,63,21.735491,26.321072,0,59,33.211098,28.275824,1.4e-05,0.318204,0.079711,4384.043945,0.000179,1.0,0.069582,0.004336,0.24045,0.431189,0.233861
G7.mtx,800,38352,47.94,0.059925,1572,638796,16.656133,0.0,0.0,28,66,47.939999,6.51701,0,37,7.465,5.535006,0.81875,1.0,0.960842,21.873667,0.036082,0.093352,0.062388,0.061809,0.008444,0.530939,0.242415
coAuthorsDBLP.mtx,299067,1955352,6.53817,2.18619e-05,434104,77723196442,39748.953867,67.278236,27.93947,1,336,6.538174,9.797397,0,263,4.993908,9.802122,3e-06,0.999843,0.340775,92435.453125,7e-06,1.0,0.230532,0.000653,0.404843,0.651814,0.203348
mycielskian10.mtx,767,44392,57.8774,0.0754595,1516,587450,13.23324,0.0,0.0,9,383,57.877445,51.946102,0,253,13.091265,32.844547,0.499348,1.0,0.993474,19.014851,0.011734,1.0,0.077244,0.057379,0.077606,0.321632,0.243684
odepa400.mtx,400,1201,3.0025,0.00750625,6,1599,1.331391,100.0,100.0,2,5,3.0025,0.111775,0,2,0.0075,0.111552,0.005,1.0,0.009975,19.825361,0.0125,1.0,0.997531,0.989105,0.049313,0.333824,0.166713
rdist2.mtx,3198,56834,17.7717,0.00555714,406,1078737,18.980487,7.066917,0.531372,1,61,17.771732,13.763535,0,57,4.45591,12.774184,0.000313,0.029393,0.015903,28.009689,0.063492,1.0,0.571264,0.318928,0.438366,0.218386,0.230541
adder_dcop_16.mtx,1813,11246,6.20298,0.00342139,3127,3186971,283.387071,49.586323,30.286324,1,1310,6.202979,30.777149,0,1309,2.816878,30.901808,0.000552,1.0,0.634474,437.303009,0.001676,1.0,0.013628,0.005157,0.084573,0.814711,0.201318
raefsky1.mtx,3242,293409,90.5025,0.0279156,721,2188006,7.457188,0.0,0.0,24,108,90.502464,21.115852,0,77,1.354102,5.378049,0.058606,0.249229,0.20912,128.437836,0.064655,0.209302,0.134361,0.13208,0.022716,0.098975,0.245924
delaunay_n23.mtx,8388608,50331568,5.99999,7.15255e-07,9518456,41633573118630,827186.093599,37.74979,29.300461,3,28,5.99999,1.335998,0,24,1.547961,1.218924,0.0,0.999295,0.419295,2246022.0,0.0,1.0,0.052858,1.4e-05,0.147963,0.452416,0.2
c-23.mtx,3969,31079,7.83044,0.0019729,3973,4341767,139.700988,44.469639,12.2076,2,655,7.830436,14.971725,0,653,1.652053,17.032955,0.415722,0.990426,0.631648,794.546143,0.001009,0.201229,0.002681,0.002075,0.004341,0.71079,0.209809
TSOPF_FS_b162_c1.mtx,10798,608540,56.3567,0.00521918,11197,62126214,102.0906,47.06427,3.339797,1,5054,56.356731,243.796158,0,5031,1.374143,68.170395,9.3e-05,0.997777,0.419017,2845.364746,0.000696,1.0,0.010361,0.005096,0.025866,0.335531,0.243518
TSOPF_FS_b162_c1_b.mtx,10798,10797,0.999907,9.26012e-05,10797,58293215,5399.019635,100.0,100.0,0,1,0.999907,0.009623,0,1,0.000185,0.013607,0.0,9.3e-05,9.3e-05,0.009623,9e-06,1.0,0.999907,0.998927,0.009622,0.998927,0.099994
ted_B.mtx,10605,144579,13.6331,0.00128553,73,772677,5.344324,40.0,2.934036,1,49,13.633098,12.151477,0,21,2.160773,5.322457,9.4e-05,0.009147,0.003045,31.008303,0.307692,1.0,0.67543,0.601487,0.300638,0.35246,0.22522
fpga_dcop_14.mtx,1220,5892,4.82951,0.00395861,1601,1216210,206.417176,95.409836,82.892059,1,36,4.829508,4.012748,0,35,1.1,2.948159,0.00082,0.891803,0.668056,332.860474,0.003484,1.0,0.076095,0.008262,0.251447,0.721692,0.190754
c-34.mtx,6611,64333,9.73121,0.00147197,7109,12955419,201.380613,44.153683,11.194877,2,862,9.731206,17.040779,0,858,1.537286,16.198542,0.390864,0.997731,0.653866,1405.074829,0.000629,0.135513,0.001895,0.001416,0.002647,0.658551,0.216611
lp_gfrd_pnc.mtx,1160,2445,2.10776,0.00181703,520,336107,137.467076,90.172417,68.261757,0,12,2.107759,2.377274,0,9,0.493103,1.137132,0.0,0.940517,0.177478,322.341827,8.6e-05,1.0,0.092622,0.001947,0.216677,0.008662,0.146057
lpi_ex73a.mtx,211,457,2.16588,0.0102648,198,30595,66.947484,98.104263,94.310722,0,7,2.165877,1.112604,0,7,0.454976,1.053818,0.0,0.976303,0.045035,23.222883,0.000474,1.0,0.60857,0.282811,0.383376,0.275447,0.147705
jan99jac100sc.mtx,34454,190224,5.5211,0.000160246,2969,95534731,502.22228,62.988331,30.83102,1,68,5.521101,6.437856,0,66,3.262002,8.305666,2.9e-05,0.391711,0.046602,2281.733887,0.000421,1.0,0.183684,0.021609,0.318879,0.718946,0.19659
rdb3200l.mtx,3200,18880,5.9,0.00184375,7,22234,1.177648,9.75,8.220339,4,6,5.9,0.308216,0,1,0.025625,0.158013,0.025313,0.050313,0.049093,17.007824,0.031056,0.060241,0.038092,0.037822,0.005152,0.499036,0.199324
jagmesh6.mtx,1377,8993,6.53086,0.00474282,167,214451,23.846436,22.948439,17.435783,3,7,6.530864,0.865268,0,4,0.124909,0.49288,0.002179,0.24183,0.0305,45.758144,0.015015,1.0,0.276981,0.212116,0.205786,0.297833,0.203305
nemeth02.mtx,9506,394808,41.5325,0.00436908,83,787268,1.994053,0.0,0.0,17,52,41.532505,6.670034,0,22,6.634231,5.232063,0.001999,0.007259,0.005802,7.853786,0.545455,0.971429,0.753244,0.750948,0.057297,0.090421,0.241286
Erdos991.mtx,492,2834,5.76016,0.0117076,824,228394,80.590685,65.447151,25.405787,0,42,5.760163,6.868049,0,40,6.514228,7.560986,0.0,0.97561,0.477609,175.456573,0.000203,1.0,0.194737,0.028074,0.370554,0.449397,0.198348
lock3491.mtx,3491,160444,45.9593,0.0131651,911,2937997,18.311666,2.148381,0.0,0,113,45.959324,12.954242,0,77,1.183901,4.552579,0.0,0.443712,0.097771,157.732025,2.9e-05,1.0,0.164985,0.120242,0.119644,0.079469,0.242098
ca-AstroPh.mtx,18772,396160,21.1038,0.00112422,35607,350618280,885.042104,36.490517,4.923768,1,504,21.103771,30.568192,0,497,25.176645,34.235069,5.3e-05,0.999201,0.701177,5707.845215,0.000109,1.0,0.070354,0.00148,0.2528,0.968719,0.23341
halfb.mtx,224617,12387821,55.1509,0.000245533,257671,34472967189,2782.811213,0.0,0.0,12,120,55.15086,12.005993,0,78,1.012337,5.093035,6.7e-05,0.972406,0.319332,71720.765625,6.9e-05,1.0,0.21754,0.008085,0.29888,0.107003,0.243381
cage5.mtx,37,233,6.2973,0.170197,39,1043,4.476395,37.837837,26.609442,3,10,6.297297,1.872487,0,4,1.297297,1.504316,0.243243,0.918919,0.532506,7.86324,0.192308,0.692308,0.351708,0.329504,0.132041,0.247827,0.201906
ch3-3-b1.mtx,18,36,2.0,0.111111,22,229,6.361111,100.0,100.0,2,2,2.0,0.0,0,0,0.0,0.0,0.111111,0.444444,0.209877,1.717736,0.25,1.0,0.637169,0.582818,0.258051,0.5,0.142857
oscil_dcop_46.mtx,430,1544,3.5907,0.00835046,311,101995,66.058938,92.093025,84.455956,1,13,3.590698,1.448309,0,10,0.681395,1.330631,0.002326,0.767442,0.289411,74.367966,0.009146,1.0,0.100081,0.040184,0.220421,0.648702,0.176336
mawi_201512020130.mtx,128568730,270234840,2.10187,1.63482e-08,141788478,13098838063664574,48472055.134211,99.576103,47.895767,1,119191841,2.101871,10512.069336,0,119191840,2.132409,14866.302734,0.0,1.0,0.00378,6789788.0,0.0,1.0,0.990251,0.869329,0.097867,0.998311,-0.915641
